AÑO,CONCURSO,ÁREA,CARRERA,PLANTEL,OFERTA,ASPIRANTES,PRESENTARON EXAMEN,ACIERTOS MÍNIMOS,SELECCIONADOS
2018,Junio,2,(222)  ODONTOLOGIA,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD LEON,21,430,360,81,22
2018,Junio,2,(227)  NUTRIOLOGÍA,FES ZARAGOZA,15,1035,920,91,16
2018,Junio,3,(301)  ADMINISTRACION,FACULTAD DE CONTADURIA Y ADMINISTRACION,88,2649,2300,94,93
2018,Junio,3,(301)  ADMINISTRACION,FES CUAUTITLAN,78,1071,947,77,82
2018,Junio,3,(302)  CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,14,848,729,104,14
2018,Junio,3,(303)  CIENCIAS POLITICAS Y ADMON PUBLICA,FES ACATLAN,15,312,278,67,104
2018,Junio,3,(303)  CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,18,345,276,97,19
2018,Junio,3,(304)  CONTADURIA,FACULTAD DE CONTADURIA Y ADMINISTRACION,169,2236,1981,89,177
2018,Junio,3,(304)  CONTADURIA,FES CUAUTITLAN,112,876,788,68,156
2018,Junio,3,(305)  DERECHO,FES ACATLAN,53,1235,1089,68,227
2018,Junio,3,(305)  DERECHO,FACULTAD DE DERECHO,105,2087,1736,96,117
2018,Junio,3,(305)  DERECHO,FES ARAGON,57,2087,1859,73,332
2018,Junio,3,(306)  ECONOMIA,FACULTAD DE ECONOMIA,150,1075,919,87,162
2018,Junio,3,(306)  ECONOMIA,FES ACATLAN,38,448,398,83,38
2018,Junio,3,(306)  ECONOMIA,FES ARAGON,33,539,480,86,33
2018,Junio,3,(307)  GEOGRAFIA,FACULTAD DE FILOSOFIA Y LETRAS,7,132,114,96,7
2018,Junio,3,(308)  INFORMATICA,FES CUAUTITLAN,23,356,329,71,34
2018,Junio,3,(309)  PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGON,28,211,194,65,39
2018,Junio,3,(310)  RELACIONES INTERNACIONALES,FES ARAGON,12,729,651,99,12
2018,Junio,3,(310)  RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,12,707,582,107,12
2018,Junio,3,(310)  RELACIONES INTERNACIONALES,FES ACATLAN,5,522,448,90,24
2018,Junio,3,(311)  SOCIOLOGIA,FES ARAGON,11,172,160,60,64
2018,Junio,3,(311)  SOCIOLOGIA,FES ACATLAN,7,237,217,63,72
2018,Junio,3,(311)  SOCIOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,28,216,193,70,83
2018,Junio,3,(312)  TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,75,1061,977,68,159
2018,Junio,3,(313)  ECONOMIA INDUSTRIAL,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD LEON,10,131,113,89,10
2018,Junio,3,(314)  ADMINISTRACION AGROPECUARIA,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD LEON,17,17,13,40,10
2018,Junio,3,(315)  COMUNICACION,FES ACATLAN,14,489,429,78,55
2018,Junio,3,(316)  COMUNICACION Y PERIODISMO,FES ARAGON,31,944,850,81,83
2018,Junio,3,(317)  ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD MORELIA,12,38,31,50,19
2018,Junio,3,(318)  DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,TLAXCALA,20,18,17,40,13
2018,Junio,3,(319)  ANTROPOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,36,292,240,87,36
2018,Junio,3,(320)  DESARROLLO TERRITORIAL,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD LEON,15,22,20,50,15
2018,Junio,4,(401)  ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,10,743,622,103,11
2018,Junio,4,(401)  ARTES VISUALES,"PLANTEL TAXCO, GRO",20,9,7,57,7
2018,Junio,4,(402)  BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFIA Y LETRAS,16,138,126,65,38
2018,Junio,4,(403)  CANTO,FACULTAD DE MUSICA,7,51,36,60,10
2018,Junio,4,(404)  COMPOSICION,FACULTAD DE MUSICA,8,42,35,71,8
2018,Junio,4,(405)  DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLAN,4,402,350,101,4
2018,Junio,4,(405)  DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,8,851,749,104,9
2018,Junio,4,(406)  DISEÑO GRAFICO,FES ACATLAN,7,674,581,99,7
2018,Junio,4,(407)  EDUCACION MUSICAL,FACULTAD DE MUSICA,11,46,35,48,12
2018,Junio,4,(408)  ENSEÑANZA DE INGLES,FES ACATLAN,10,252,187,67,44
2018,Junio,4,(409)  ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFIA Y LETRAS,7,88,80,67,40
2018,Junio,4,(410)  ETNOMUSICOLOGIA,FACULTAD DE MUSICA,2,8,8,66,2
2018,Junio,4,(411)  FILOSOFIA,FACULTAD DE FILOSOFIA Y LETRAS,5,202,172,95,20
2018,Junio,4,(411)  FILOSOFIA,FES ACATLAN,7,102,95,70,30
2018,Junio,4,(412)  HISTORIA,FACULTAD DE FILOSOFIA Y LETRAS,10,244,212,100,10
2018,Junio,4,(412)  HISTORIA,FES ACATLAN,10,217,188,64,89
2018,Junio,4,(413)  INSTRUMENTISTA,FACULTAD DE MUSICA,25,48,39,41,33
2018,Junio,4,(414)  LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFIA Y LETRAS,6,174,144,101,6
2018,Junio,4,(414)  LENGUA Y LITERATURAS HISPANICAS,FES ACATLAN,5,102,90,81,15
2018,Junio,4,(415)  LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFIA Y LETRAS,7,12,9,41,7
2018,Junio,4,(416)  LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFIA Y LETRAS,8,35,29,60,11
2018,Junio,4,(417)  LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFIA Y LETRAS,38,152,104,73,38
2018,Junio,4,(418)  LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFIA Y LETRAS,5,25,21,65,12
2018,Junio,4,(419)  LETRAS CLASICAS,FACULTAD DE FILOSOFIA Y LETRAS,4,91,83,101,5
2018,Junio,4,(420)  LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFIA Y LETRAS,6,332,267,102,6
2018,Junio,4,(421)  PEDAGOGIA,FES ARAGON,20,951,864,67,96
2018,Junio,4,(421)  PEDAGOGIA,FES ACATLAN,14,590,537,65,82
2018,Junio,4,(421)  PEDAGOGIA,FACULTAD DE FILOSOFIA Y LETRAS,23,551,494,72,70
2018,Junio,4,(422)  PIANO,FACULTAD DE MUSICA,10,16,14,48,10
2018,Junio,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFIA Y LETRAS,3,73,61,94,4
2018,Junio,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD LEON,11,33,30,59,12
2018,Junio,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD MERIDA,12,16,14,45,14
2018,Junio,4,(430)  LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFIA Y LETRAS,7,11,10,56,7
2018,Junio,4,(431)  GEOHISTORIA,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD MORELIA,9,14,14,43,9
2018,Junio,4,(432)  LITERATURA INTERCULTURAL,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD MORELIA,12,44,38,70,14
2018,Junio,4,(433)  HISTORIA DEL ARTE,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD MORELIA,9,44,33,82,10
2018,Junio,4,(434)  ARTE Y DISEÑO,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD MORELIA,12,146,113,86,16
2018,Junio,4,(434) ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",20,30,21,42,19
2018,Junio,4,(437)  ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD MORELIA,13,6,6,42,5
2018,Junio,4,(437)  ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFIA Y LETRAS,15,30,26,41,20
2018,Junio,4,(438)  MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NACIONAL DE ESTUDIOS SUP. UNIDAD MORELIA,7,30,23,74,14
2018,Junio,4,(439)  LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS,LINGUISTICA Y TRADUCCIÓN",8,95,64,94,8
2018,Junio,4,(440)  TRADUCCION,"ESCUELA NACIONAL DE LENGUAS,LINGUISTICA Y TRADUCCIÓN",8,548,447,107,8
2019,Febrero,1,(101)  ACTUARIA,FACULTAD DE CIENCIAS,38,1433,1313,104,42
2019,Febrero,1,(101)  ACTUARIA,FES ACATLAN,36,728,683,92,46
2019,Febrero,1,(102)  ARQUITECTURA,FES ARAGON,60,1462,1376,77,74
2019,Febrero,1,(102)  ARQUITECTURA,FACULTAD DE ARQUITECTURA,180,4068,3751,87,209
2019,Febrero,1,(102)  ARQUITECTURA,FES ACATLAN,62,1315,1232,78,77
2019,Febrero,1,(103)  ARQUITECTURA DE PAISAJE,FACULTAD DE ARQUITECTURA,15,343,319,88,17
2019,Febrero,1,(104)  CIENCIAS DE LA COMPUTACION,FACULTAD DE CIENCIAS,23,628,555,99,37
2019,Febrero,1,(105)  DISEÑO INDUSTRIAL,FES ARAGON,15,449,413,80,18
2019,Febrero,1,(106)  FISICA,FACULTAD DE CIENCIAS,72,1952,1774,107,78
2019,Febrero,1,(107)  INGENIERIA CIVIL,FES ARAGON,95,862,806,68,106
2019,Febrero,1,(107)  INGENIERIA CIVIL,FES ACATLAN,72,623,585,67,83
2019,Febrero,1,(107)  INGENIERIA CIVIL,FACULTAD DE INGENIERIA,98,1290,1175,85,114
2019,Febrero,1,(108)  INGENIERIA DE MINAS Y METALURGIA,FACULTAD DE INGENIERIA,15,248,231,83,17
2019,Febrero,1,(109)  INGENIERIA ELECTRICA ELECTRONICA,FES ARAGON,42,422,391,72,53
2019,Febrero,1,(109)  INGENIERIA ELECTRICA ELECTRONICA,FACULTAD DE INGENIERIA,76,1469,1340,92,96
2019,Febrero,1,(110)  INGENIERIA EN COMPUTACION,FACULTAD DE INGENIERIA,86,2443,2286,92,99
2019,Febrero,1,(110)  INGENIERIA EN COMPUTACION,FES ARAGON,50,1233,1170,79,61
2019,Febrero,1,(112)  INGENIERIA GEOFISICA,FACULTAD DE INGENIERIA,14,239,221,91,17
2019,Febrero,1,(113)  INGENIERIA GEOLOGICA,FACULTAD DE INGENIERIA,20,220,203,83,22
2019,Febrero,1,(114)  INGENIERIA INDUSTRIAL,FES ARAGON,34,529,498,72,40
2019,Febrero,1,(114)  INGENIERIA INDUSTRIAL,FES CUAUTITLAN,25,537,497,75,30
2019,Febrero,1,(114)  INGENIERIA INDUSTRIAL,FACULTAD DE INGENIERIA,45,1222,1109,90,57
2019,Febrero,1,(115)  INGENIERIA MECANICA,FES ARAGON,26,648,614,82,35
2019,Febrero,1,(115)  INGENIERIA MECANICA,FACULTAD DE INGENIERIA,46,1869,1730,97,62
2019,Febrero,1,(116)  INGENIERIA MECANICA ELECTRICA,FES CUAUTITLAN,76,595,558,66,89
2019,Febrero,1,(117)  INGENIERIA PETROLERA,FACULTAD DE INGENIERIA,42,605,559,77,54
2019,Febrero,1,(118)  INGENIERIA QUIMICA,FES ZARAGOZA,80,690,648,76,95
2019,Febrero,1,(118)  INGENIERIA QUIMICA,FACULTAD DE QUIMICA,30,1014,918,99,44
2019,Febrero,1,(118)  INGENIERIA QUIMICA,FES CUAUTITLAN,46,482,453,76,50
2019,Febrero,1,(119)  INGENIERIA QUIMICA METALURGICA,FACULTAD DE QUIMICA,20,179,166,88,26
2019,Febrero,1,(120)  INGENIERIA GEOMATICA,FACULTAD DE INGENIERIA,15,67,59,73,19
2019,Febrero,1,(121)  MATEMATICAS APLICADAS Y COMPUTACION,FES ACATLAN,170,497,463,60,190
2019,Febrero,1,(122)  MATEMATICAS,FACULTAD DE CIENCIAS,82,539,489,96,86
2019,Febrero,1,(123)  URBANISMO,FACULTAD DE ARQUITECTURA,15,75,68,66,15
2019,Febrero,1,(127)  CIENCIAS DE LA TIERRA,FACULTAD DE CIENCIAS,20,331,307,95,25
2019,Febrero,1,(127)  CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,15,42,36,68,15
2019,Febrero,1,(127)  CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD JURIQUILLA,18,134,121,88,19
2019,Febrero,1,"(130)  ING. EN TELECOMUNICACIONES, SISTEMAS Y ELECTRONICA",FES CUAUTITLAN,60,644,593,66,71
2019,Febrero,1,(131)  GEOCIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,23,60,55,66,24
2019,Febrero,1,(132)  TECNOLOGIAS PARA LA INFORMACION EN CIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,26,44,40,66,28
2019,Febrero,1,(133)  CIENCIA DE MATERIALES SUSTENTABLES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,26,45,41,54,28
2019,Febrero,1,(134)  FISICA BIOMEDICA,FACULTAD DE CIENCIAS,9,373,330,105,11
2019,Febrero,1,(136)  MATEMATICAS APLICADAS,FACULTAD DE CIENCIAS,23,267,256,98,25
2019,Febrero,1,(137)  INGENIERIA AMBIENTAL,FACULTAD DE INGENIERIA,13,551,506,94,15
2019,Febrero,2,(201)  BIOLOGIA,FES IZTACALA,71,913,845,79,87
2019,Febrero,2,(201)  BIOLOGIA,FACULTAD DE CIENCIAS,94,1648,1502,94,116
2019,Febrero,2,(201)  BIOLOGIA,FES ZARAGOZA,70,1153,1086,78,84
2019,Febrero,2,(201)  BIOLOGIA,TLAXCALA,20,69,62,66,22
2019,Febrero,2,(202)  CIRUJANO DENTISTA,FES ZARAGOZA,70,1750,1651,80,84
2019,Febrero,2,(202)  CIRUJANO DENTISTA,FACULTAD DE ODONTOLOGIA,91,1849,1683,86,113
2019,Febrero,2,(202)  CIRUJANO DENTISTA,FES IZTACALA,90,1799,1693,74,119
2019,Febrero,2,(203)  ENFERMERIA Y OBSTETRICIA,ESCUELA NACIONAL DE ENFERMERIA Y OBSTETRICIA,52,2137,1971,77,67
2019,Febrero,2,(204)  INGENIERIA AGRICOLA,FES CUAUTITLAN,75,318,294,60,83
2019,Febrero,2,(205)  INGENIERIA EN ALIMENTOS,FES CUAUTITLAN,86,570,535,62,101
2019,Febrero,2,(207)  MEDICINA VETERINARIA Y ZOOTECNIA,FES CUAUTITLAN,84,1764,1658,78,107
2019,Febrero,2,(207)  MEDICINA VETERINARIA Y ZOOTECNIA,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,65,2923,2688,94,84
2019,Febrero,2,(208)  MEDICO CIRUJANO,FES ZARAGOZA,38,3646,3394,104,39
2019,Febrero,2,(208)  MEDICO CIRUJANO,FES IZTACALA,82,4551,4220,100,105
2019,Febrero,2,(208)  MEDICO CIRUJANO,FACULTAD DE MEDICINA,140,11902,10273,106,178
2019,Febrero,2,(209)  OPTOMETRIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,30,81,67,65,31
2019,Febrero,2,(209)  OPTOMETRIA,FES IZTACALA,25,351,326,64,31
2019,Febrero,2,(210)  PSICOLOGIA,FACULTAD DE PSICOLOGIA,55,3060,2800,95,73
2019,Febrero,2,(210)  PSICOLOGIA,FES IZTACALA,82,1913,1802,71,107
2019,Febrero,2,(210)  PSICOLOGIA,FES ZARAGOZA,75,2622,2473,77,98
2019,Febrero,2,(210)  PSICOLOGIA,TLAXCALA,21,78,72,56,23
2019,Febrero,2,(211)  QUIMICA,FES CUAUTITLAN,26,300,280,80,33
2019,Febrero,2,(211)  QUIMICA,FACULTAD DE QUIMICA,20,643,589,98,31
2019,Febrero,2,(212)  QUIMICA DE ALIMENTOS,FACULTAD DE QUIMICA,30,584,545,88,44
2019,Febrero,2,(213)  QUIMICA FARMACEUTICO BIOLOGICA,FACULTAD DE QUIMICA,40,2252,2087,101,55
2019,Febrero,2,(213)  QUIMICA FARMACEUTICO BIOLOGICA,FES ZARAGOZA,35,1670,1595,90,47
2019,Febrero,2,(214)  QUIMICA INDUSTRIAL,FES CUAUTITLAN,40,428,400,70,47
2019,Febrero,2,(216)  CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,65,146,132,60,68
2019,Febrero,2,(216)  CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,25,43,40,56,26
2019,Febrero,2,(217)  MANEJO SUSTENTABLE DE ZONAS COSTERAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,22,52,47,55,23
2019,Febrero,2,(218)  BIOQUIMICA DIAGNOSTICA,FES CUAUTITLAN,15,674,625,91,24
2019,Febrero,2,(219)  FARMACIA,FES CUAUTITLAN,52,323,300,67,58
2019,Febrero,2,(220)  ENFERMERIA,ESCUELA NACIONAL DE ENFERMERIA Y OBSTETRICIA,95,1535,1428,74,108
2019,Febrero,2,(220)  ENFERMERIA,TLAXCALA,30,160,144,53,36
2019,Febrero,2,(220)  ENFERMERIA,FES ZARAGOZA,105,2416,2282,73,125
2019,Febrero,2,(220)  ENFERMERIA,FES IZTACALA,98,1870,1762,69,120
2019,Febrero,2,(221)  FISIOTERAPIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,46,629,553,77,55
2019,Febrero,2,(222)  ODONTOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,55,636,562,76,62
2019,Febrero,2,(227)  NUTRIOLOGIA,FES ZARAGOZA,10,2020,1828,100,15
2019,Febrero,3,(301)  ADMINISTRACION,FES CUAUTITLAN,155,1607,1516,68,184
2019,Febrero,3,(301)  ADMINISTRACION,FACULTAD DE CONTADURIA Y ADMINISTRACION,290,6104,5589,87,346
2019,Febrero,3,(302)  CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,62,1853,1695,94,76
2019,Febrero,3,(303)  CIENCIAS POLITICAS Y ADMON PUBLICA,FES ACATLAN,50,612,575,75,58
2019,Febrero,3,(303)  CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,40,867,789,95,52
2019,Febrero,3,(304)  CONTADURIA,FACULTAD DE CONTADURIA Y ADMINISTRACION,400,4400,4117,81,458
2019,Febrero,3,(304)  CONTADURIA,FES CUAUTITLAN,180,1194,1123,63,207
2019,Febrero,3,(305)  DERECHO,FES ARAGON,168,3410,3216,77,210
2019,Febrero,3,(305)  DERECHO,FES ACATLAN,126,2316,2168,75,164
2019,Febrero,3,(305)  DERECHO,FACULTAD DE DERECHO,250,4934,4508,91,296
2019,Febrero,3,(306)  ECONOMIA,FACULTAD DE ECONOMIA,310,1837,1698,81,355
2019,Febrero,3,(306)  ECONOMIA,FES ACATLAN,90,625,586,73,102
2019,Febrero,3,(306)  ECONOMIA,FES ARAGON,88,681,646,73,101
2019,Febrero,3,(307)  GEOGRAFIA,FACULTAD DE FILOSOFIA Y LETRAS,25,153,145,79,30
2019,Febrero,3,(308)  INFORMATICA,FES CUAUTITLAN,70,369,351,63,76
2019,Febrero,3,(309)  PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGON,61,176,167,52,72
2019,Febrero,3,(310)  RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,40,1688,1549,102,46
2019,Febrero,3,(310)  RELACIONES INTERNACIONALES,FES ARAGON,45,1403,1307,89,46
2019,Febrero,3,(310)  RELACIONES INTERNACIONALES,FES ACATLAN,35,1162,1105,84,48
2019,Febrero,3,(311)  SOCIOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,38,509,475,88,46
2019,Febrero,3,(311)  SOCIOLOGIA,FES ACATLAN,22,210,194,65,27
2019,Febrero,3,(311)  SOCIOLOGIA,FES ARAGON,20,326,299,70,24
2019,Febrero,3,(312)  TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,192,1524,1442,62,211
2019,Febrero,3,(313)  ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,32,152,137,78,34
2019,Febrero,3,(314)  ADMINISTRACION AGROPECUARIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,32,27,24,41,21
2019,Febrero,3,(315)  COMUNICACION,FES ACATLAN,52,1028,959,81,67
2019,Febrero,3,(316)  COMUNICACION Y PERIODISMO,FES ARAGON,86,1431,1344,79,107
2019,Febrero,3,(317)  ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,25,32,30,45,26
2019,Febrero,3,(318)  DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,TLAXCALA,33,25,18,40,12
2019,Febrero,3,(319)  ANTROPOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,75,492,448,82,88
2019,Febrero,3,(320)  DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,32,28,25,42,24
2019,Febrero,3,(322)  GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,17,3,3,43,2
2019,Febrero,4,(401)  ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,20,1469,1332,98,23
2019,Febrero,4,(402)  BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFIA Y LETRAS,30,123,113,62,33
2019,Febrero,4,(403)  CANTO,FACULTAD DE MUSICA,10,92,77,65,10
2019,Febrero,4,(404)  COMPOSICION,FACULTAD DE MUSICA,17,70,54,55,18
2019,Febrero,4,(405)  DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLAN,16,708,677,88,20
2019,Febrero,4,(405)  DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,40,1566,1460,94,53
2019,Febrero,4,(406)  DISEÑO GRAFICO,FES ACATLAN,25,1617,1501,89,38
2019,Febrero,4,(407)  EDUCACION MUSICAL,FACULTAD DE MUSICA,23,73,61,53,27
2019,Febrero,4,(408)  ENSEÑANZA DE INGLES,FES ACATLAN,66,358,313,62,81
2019,Febrero,4,(409)  ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFIA Y LETRAS,16,85,77,75,21
2019,Febrero,4,(410)  ETNOMUSICOLOGIA,FACULTAD DE MUSICA,10,16,13,52,10
2019,Febrero,4,(411)  FILOSOFIA,FACULTAD DE FILOSOFIA Y LETRAS,26,435,393,95,26
2019,Febrero,4,(411)  FILOSOFIA,FES ACATLAN,23,131,124,66,27
2019,Febrero,4,(412)  HISTORIA,FACULTAD DE FILOSOFIA Y LETRAS,20,431,386,90,29
2019,Febrero,4,(412)  HISTORIA,FES ACATLAN,22,296,284,78,27
2019,Febrero,4,(413)  INSTRUMENTISTA,FACULTAD DE MUSICA,60,143,121,57,63
2019,Febrero,4,(414)  LENGUA Y LITERATURAS HISPANICAS,FES ACATLAN,15,138,131,77,17
2019,Febrero,4,(414)  LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFIA Y LETRAS,26,307,282,95,29
2019,Febrero,4,(415)  LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFIA Y LETRAS,15,34,29,47,15
2019,Febrero,4,(416)  LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFIA Y LETRAS,25,38,34,44,26
2019,Febrero,4,(417)  LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFIA Y LETRAS,80,214,168,67,86
2019,Febrero,4,(418)  LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFIA Y LETRAS,15,33,29,53,16
2019,Febrero,4,(419)  LETRAS CLASICAS,FACULTAD DE FILOSOFIA Y LETRAS,10,118,109,88,13
2019,Febrero,4,(420)  LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFIA Y LETRAS,16,392,349,97,18
2019,Febrero,4,(421)  PEDAGOGIA,FACULTAD DE FILOSOFIA Y LETRAS,62,1326,1245,74,76
2019,Febrero,4,(421)  PEDAGOGIA,FES ACATLAN,30,1173,1125,74,38
2019,Febrero,4,(421)  PEDAGOGIA,FES ARAGON,62,1714,1626,69,80
2019,Febrero,4,(422)  PIANO,FACULTAD DE MUSICA,20,47,45,63,21
2019,Febrero,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,27,47,41,49,28
2019,Febrero,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,30,24,20,46,20
2019,Febrero,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFIA Y LETRAS,10,152,138,90,12
2019,Febrero,4,(430)  LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFIA Y LETRAS,12,19,16,46,14
2019,Febrero,4,(431)  GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,18,16,13,43,9
2019,Febrero,4,(432)  LITERATURA INTERCULTURAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,25,55,50,70,27
2019,Febrero,4,(433)  HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,23,73,67,74,24
2019,Febrero,4,(434)  ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",12,162,136,80,12
2019,Febrero,4,(434)  ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,19,153,137,83,20
2019,Febrero,4,(436)  TEATRO Y ACTUACION,FACULTAD DE MUSICA,150,755,679,70,157
2019,Febrero,4,(437)  ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFIA Y LETRAS,10,245,226,76,11
2019,Febrero,4,(437)  ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,15,5,4,50,3
2019,Febrero,4,(438)  MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,12,99,79,84,15
2019,Febrero,4,(439)  LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS,LINGUISTICA Y TRADUCCIÓN",12,127,98,82,16
2019,Febrero,4,(440)  TRADUCCION,"ESCUELA NACIONAL DE LENGUAS,LINGUISTICA Y TRADUCCIÓN",10,838,754,103,11
