AÑO,CONCURSO,ÁREA,CARRERA,PLANTEL,OFERTA,ASPIRANTES,PRESENTARON EXAMEN,ACIERTOS MÍNIMOS,SELECCIONADOS
2019,Junio,1,(101)  ACTUARIA,FACULTAD DE CIENCIAS,14,658,516,108,20
2019,Junio,1,(101)  ACTUARIA,FES ACATLAN,12,434,350,105,13
2019,Junio,1,(102)  ARQUITECTURA,FES ARAGON,30,951,736,81,35
2019,Junio,1,(102)  ARQUITECTURA,FES ACATLAN,18,818,644,84,25
2019,Junio,1,(102)  ARQUITECTURA,FACULTAD DE ARQUITECTURA,60,2315,1805,96,67
2019,Junio,1,(103)  ARQUITECTURA DE PAISAJE,FACULTAD DE ARQUITECTURA,10,223,192,93,10
2019,Junio,1,(104)  CIENCIAS DE LA COMPUTACION,FACULTAD DE CIENCIAS,10,372,256,105,10
2019,Junio,1,(105)  DISEÑO INDUSTRIAL,FES ARAGON,5,312,257,88,7
2019,Junio,1,(106)  FISICA,FACULTAD DE CIENCIAS,9,1022,754,113,12
2019,Junio,1,(107)  INGENIERIA CIVIL,FACULTAD DE INGENIERIA,28,567,408,93,29
2019,Junio,1,(107)  INGENIERIA CIVIL,FES ARAGON,44,569,413,71,62
2019,Junio,1,(107)  INGENIERIA CIVIL,FES ACATLAN,24,376,272,72,31
2019,Junio,1,(108)  INGENIERIA DE MINAS Y METALURGIA,FACULTAD DE INGENIERIA,5,137,94,88,6
2019,Junio,1,(109)  INGENIERIA ELECTRICA ELECTRONICA,FACULTAD DE INGENIERIA,37,728,513,98,37
2019,Junio,1,(109)  INGENIERIA ELECTRICA ELECTRONICA,FES ARAGON,15,257,195,81,18
2019,Junio,1,(110)  INGENIERIA EN COMPUTACION,FACULTAD DE INGENIERIA,30,1195,867,101,30
2019,Junio,1,(110)  INGENIERIA EN COMPUTACION,FES ARAGON,20,706,511,88,22
2019,Junio,1,(112)  INGENIERIA GEOFISICA,FACULTAD DE INGENIERIA,7,129,91,95,9
2019,Junio,1,(113)  INGENIERIA GEOLOGICA,FACULTAD DE INGENIERIA,8,153,111,86,10
2019,Junio,1,(114)  INGENIERIA INDUSTRIAL,FES CUAUTITLAN,15,271,199,76,17
2019,Junio,1,(114)  INGENIERIA INDUSTRIAL,FACULTAD DE INGENIERIA,24,561,387,97,30
2019,Junio,1,(114)  INGENIERIA INDUSTRIAL,FES ARAGON,16,328,243,77,20
2019,Junio,1,(115)  INGENIERIA MECANICA,FACULTAD DE INGENIERIA,14,740,507,103,18
2019,Junio,1,(115)  INGENIERIA MECANICA,FES ARAGON,12,305,207,82,15
2019,Junio,1,(116)  INGENIERIA MECANICA ELECTRICA,FES CUAUTITLAN,29,334,252,70,36
2019,Junio,1,(117)  INGENIERIA PETROLERA,FACULTAD DE INGENIERIA,18,303,210,87,24
2019,Junio,1,(118)  INGENIERIA QUIMICA,FES CUAUTITLAN,11,281,219,83,13
2019,Junio,1,(118)  INGENIERIA QUIMICA,FACULTAD DE QUIMICA,23,451,324,100,29
2019,Junio,1,(118)  INGENIERIA QUIMICA,FES ZARAGOZA,33,457,369,85,39
2019,Junio,1,(119)  INGENIERIA QUIMICA METALURGICA,FACULTAD DE QUIMICA,6,130,101,98,9
2019,Junio,1,(120)  INGENIERIA GEOMATICA,FACULTAD DE INGENIERIA,6,57,48,79,7
2019,Junio,1,(121)  MATEMATICAS APLICADAS Y COMPUTACION,FES ACATLAN,75,422,328,71,87
2019,Junio,1,(122)  MATEMATICAS,FACULTAD DE CIENCIAS,35,411,323,104,41
2019,Junio,1,(123)  URBANISMO,FACULTAD DE ARQUITECTURA,10,95,72,82,10
2019,Junio,1,(127)  CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD JURIQUILLA,6,95,73,92,6
2019,Junio,1,(127)  CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,10,45,36,63,19
2019,Junio,1,(127)  CIENCIAS DE LA TIERRA,FACULTAD DE CIENCIAS,9,210,155,97,11
2019,Junio,1,"(130)  ING. EN TELECOMUNICACIONES, SISTEMAS Y ELECTRONICA",FES CUAUTITLAN,27,350,273,66,30
2019,Junio,1,(131)  GEOCIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,10,46,37,62,18
2019,Junio,1,(132)  TECNOLOGIAS PARA LA INFORMACION EN CIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,11,28,25,51,22
2019,Junio,1,(133)  CIENCIA DE MATERIALES SUSTENTABLES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,12,33,30,52,21
2019,Junio,1,(134)  FISICA BIOMEDICA,FACULTAD DE CIENCIAS,4,177,133,111,5
2019,Junio,1,(136)  MATEMATICAS APLICADAS,FACULTAD DE CIENCIAS,10,183,137,104,14
2019,Junio,1,(137)  INGENIERIA AMBIENTAL,FACULTAD DE INGENIERIA,7,283,201,102,7
2019,Junio,2,(201)  BIOLOGIA,FES IZTACALA,33,677,535,84,34
2019,Junio,2,(201)  BIOLOGIA,TLAXCALA,10,64,56,60,23
2019,Junio,2,(201)  BIOLOGIA,FACULTAD DE CIENCIAS,26,996,782,102,27
2019,Junio,2,(201)  BIOLOGIA,FES ZARAGOZA,30,921,781,86,43
2019,Junio,2,(202)  CIRUJANO DENTISTA,FES ZARAGOZA,25,1064,882,91,27
2019,Junio,2,(202)  CIRUJANO DENTISTA,FES IZTACALA,35,1187,947,82,36
2019,Junio,2,(202)  CIRUJANO DENTISTA,FACULTAD DE ODONTOLOGIA,17,977,790,102,17
2019,Junio,2,(203)  ENFERMERIA Y OBSTETRICIA,ESCUELA NACIONAL DE ENFERMERIA Y OBSTETRICIA,15,1125,882,88,20
2019,Junio,2,(204)  INGENIERIA AGRICOLA,FES CUAUTITLAN,29,200,162,63,31
2019,Junio,2,(205)  INGENIERIA EN ALIMENTOS,FES CUAUTITLAN,30,334,286,66,34
2019,Junio,2,(207)  MEDICINA VETERINARIA Y ZOOTECNIA,FES CUAUTITLAN,13,1274,1054,92,15
2019,Junio,2,(207)  MEDICINA VETERINARIA Y ZOOTECNIA,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,20,1607,1310,99,20
2019,Junio,2,(208)  MEDICO CIRUJANO,FES ZARAGOZA,8,1641,1243,112,10
2019,Junio,2,(208)  MEDICO CIRUJANO,FES IZTACALA,16,2424,1770,111,17
2019,Junio,2,(208)  MEDICO CIRUJANO,FACULTAD DE MEDICINA,36,4696,3438,111,39
2019,Junio,2,(209)  OPTOMETRIA,FES IZTACALA,14,271,203,69,17
2019,Junio,2,(209)  OPTOMETRIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,25,61,48,42,43
2019,Junio,2,(210)  PSICOLOGIA,TLAXCALA,12,91,78,56,21
2019,Junio,2,(210)  PSICOLOGIA,FES ZARAGOZA,25,1757,1488,90,27
2019,Junio,2,(210)  PSICOLOGIA,FES IZTACALA,21,1254,1024,85,21
2019,Junio,2,(210)  PSICOLOGIA,FACULTAD DE PSICOLOGIA,17,1549,1224,100,21
2019,Junio,2,(211)  QUIMICA,FES CUAUTITLAN,8,170,152,85,11
2019,Junio,2,(211)  QUIMICA,FACULTAD DE QUIMICA,8,396,307,103,13
2019,Junio,2,(212)  QUIMICA DE ALIMENTOS,FACULTAD DE QUIMICA,13,409,352,98,19
2019,Junio,2,(213)  QUIMICA FARMACEUTICO BIOLOGICA,FES ZARAGOZA,16,897,706,101,19
2019,Junio,2,(213)  QUIMICA FARMACEUTICO BIOLOGICA,FACULTAD DE QUIMICA,15,975,739,105,17
2019,Junio,2,(214)  QUIMICA INDUSTRIAL,FES CUAUTITLAN,16,246,211,75,18
2019,Junio,2,(216)  CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,27,97,80,60,38
2019,Junio,2,(216)  CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,22,55,50,59,26
2019,Junio,2,(217)  MANEJO SUSTENTABLE DE ZONAS COSTERAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,18,35,31,51,18
2019,Junio,2,(218)  BIOQUIMICA DIAGNOSTICA,FES CUAUTITLAN,9,305,252,89,14
2019,Junio,2,(219)  FARMACIA,FES CUAUTITLAN,21,275,233,75,23
2019,Junio,2,(220)  ENFERMERIA,FES IZTACALA,26,1264,997,80,33
2019,Junio,2,(220)  ENFERMERIA,FES ZARAGOZA,25,1478,1210,83,36
2019,Junio,2,(220)  ENFERMERIA,TLAXCALA,8,201,177,60,10
2019,Junio,2,(220)  ENFERMERIA,ESCUELA NACIONAL DE ENFERMERIA Y OBSTETRICIA,30,811,677,81,38
2019,Junio,2,(221)  FISIOTERAPIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,15,556,458,83,18
2019,Junio,2,(222)  ODONTOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,18,485,401,81,21
2019,Junio,2,(227)  NUTRIOLOGIA,FES ZARAGOZA,5,960,761,106,5
2019,Junio,3,(301)  ADMINISTRACION,FACULTAD DE CONTADURIA Y ADMINISTRACION,88,3010,2578,92,94
2019,Junio,3,(301)  ADMINISTRACION,FES CUAUTITLAN,78,1022,885,69,89
2019,Junio,3,(302)  CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,14,975,838,100,16
2019,Junio,3,(303)  CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,18,431,350,93,18
2019,Junio,3,(303)  CIENCIAS POLITICAS Y ADMON PUBLICA,FES ACATLAN,15,436,390,67,100
2019,Junio,3,(304)  CONTADURIA,FACULTAD DE CONTADURIA Y ADMINISTRACION,169,2465,2153,85,174
2019,Junio,3,(304)  CONTADURIA,FES CUAUTITLAN,112,837,742,65,127
2019,Junio,3,(305)  DERECHO,FACULTAD DE DERECHO,120,2478,2058,88,200
2019,Junio,3,(305)  DERECHO,FES ARAGON,57,2416,2121,69,356
2019,Junio,3,(305)  DERECHO,FES ACATLAN,53,1574,1365,82,53
2019,Junio,3,(306)  ECONOMIA,FES ARAGON,33,548,472,79,45
2019,Junio,3,(306)  ECONOMIA,FES ACATLAN,38,420,356,75,43
2019,Junio,3,(306)  ECONOMIA,FACULTAD DE ECONOMIA,150,1183,999,84,158
2019,Junio,3,(307)  GEOGRAFIA,FACULTAD DE FILOSOFIA Y LETRAS,7,117,104,89,10
2019,Junio,3,(308)  INFORMATICA,FES CUAUTITLAN,23,269,219,65,26
2019,Junio,3,(309)  PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGON,28,186,161,63,33
2019,Junio,3,(310)  RELACIONES INTERNACIONALES,FES ARAGON,17,796,682,85,43
2019,Junio,3,(310)  RELACIONES INTERNACIONALES,FES ACATLAN,5,667,573,91,27
2019,Junio,3,(310)  RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,12,661,556,105,13
2019,Junio,3,(311)  SOCIOLOGIA,FES ACATLAN,7,185,170,52,89
2019,Junio,3,(311)  SOCIOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,25,277,239,84,33
2019,Junio,3,(311)  SOCIOLOGIA,FES ARAGON,10,271,242,75,16
2019,Junio,3,(312)  TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,75,1101,998,62,167
2019,Junio,3,(313)  ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,18,158,130,75,27
2019,Junio,3,(314)  ADMINISTRACION AGROPECUARIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,32,35,30,41,23
2019,Junio,3,(315)  COMUNICACION,FES ACATLAN,14,701,625,87,22
2019,Junio,3,(316)  COMUNICACION Y PERIODISMO,FES ARAGON,31,1091,953,74,124
2019,Junio,3,(317)  ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,12,13,8,46,8
2019,Junio,3,(318)  DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,TLAXCALA,28,20,13,41,6
2019,Junio,3,(319)  ANTROPOLOGIA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,36,356,292,85,36
2019,Junio,3,(320)  DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,28,18,15,40,12
2019,Junio,3,(322)  GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,24,6,5,58,5
2019,Junio,4,(401)  ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,10,1014,867,102,17
2019,Junio,4,(402)  BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFIA Y LETRAS,16,130,114,68,30
2019,Junio,4,(403)  CANTO,FACULTAD DE MUSICA,8,56,38,58,11
2019,Junio,4,(404)  COMPOSICION,FACULTAD DE MUSICA,9,48,35,61,11
2019,Junio,4,(405)  DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,8,1061,925,105,11
2019,Junio,4,(405)  DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLAN,4,499,436,95,6
2019,Junio,4,(406)  DISEÑO GRAFICO,FES ACATLAN,7,932,801,92,12
2019,Junio,4,(407)  EDUCACION MUSICAL,FACULTAD DE MUSICA,12,49,40,48,15
2019,Junio,4,(408)  ENSEÑANZA DE INGLES,FES ACATLAN,10,273,200,72,24
2019,Junio,4,(409)  ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFIA Y LETRAS,7,101,76,81,15
2019,Junio,4,(410)  ETNOMUSICOLOGIA,FACULTAD DE MUSICA,2,14,10,56,6
2019,Junio,4,(411)  FILOSOFIA,FES ACATLAN,9,136,120,63,40
2019,Junio,4,(411)  FILOSOFIA,FACULTAD DE FILOSOFIA Y LETRAS,5,300,243,100,17
2019,Junio,4,(412)  HISTORIA,FES ACATLAN,10,269,235,86,13
2019,Junio,4,(412)  HISTORIA,FACULTAD DE FILOSOFIA Y LETRAS,10,262,228,93,14
2019,Junio,4,(413)  INSTRUMENTISTA,FACULTAD DE MUSICA,25,70,52,48,37
2019,Junio,4,(414)  LENGUA Y LITERATURAS HISPANICAS,FES ACATLAN,5,124,111,73,26
2019,Junio,4,(414)  LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFIA Y LETRAS,6,204,164,92,27
2019,Junio,4,(415)  LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFIA Y LETRAS,7,15,15,41,14
2019,Junio,4,(416)  LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFIA Y LETRAS,8,32,27,67,11
2019,Junio,4,(417)  LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFIA Y LETRAS,38,113,86,65,43
2019,Junio,4,(418)  LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFIA Y LETRAS,5,38,32,87,5
2019,Junio,4,(419)  LETRAS CLASICAS,FACULTAD DE FILOSOFIA Y LETRAS,4,97,80,94,5
2019,Junio,4,(420)  LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFIA Y LETRAS,6,369,316,98,7
2019,Junio,4,(421)  PEDAGOGIA,FES ARAGON,20,1082,951,64,141
2019,Junio,4,(421)  PEDAGOGIA,FES ACATLAN,14,650,561,63,90
2019,Junio,4,(421)  PEDAGOGIA,FACULTAD DE FILOSOFIA Y LETRAS,23,745,660,72,84
2019,Junio,4,(422)  PIANO,FACULTAD DE MUSICA,10,27,17,49,11
2019,Junio,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,15,40,33,53,20
2019,Junio,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFIA Y LETRAS,3,95,73,98,3
2019,Junio,4,(429)  DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,28,29,26,46,24
2019,Junio,4,(430)  LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFIA Y LETRAS,7,26,22,64,7
2019,Junio,4,(431)  GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,15,20,16,40,13
2019,Junio,4,(432)  LITERATURA INTERCULTURAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,12,34,30,72,12
2019,Junio,4,(433)  HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,9,55,43,76,12
2019,Junio,4,(434)  ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,12,142,106,84,15
2019,Junio,4,(434)  ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",8,91,68,80,9
2019,Junio,4,(437)  ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFIA Y LETRAS,8,125,100,79,9
2019,Junio,4,(437)  ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,20,31,31,49,30
2019,Junio,4,(438)  MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,6,31,26,59,18
2019,Junio,4,(439)  LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS,LINGUISTICA Y TRADUCCIÓN",8,117,88,89,8
2019,Junio,4,(440)  TRADUCCION,"ESCUELA NACIONAL DE LENGUAS,LINGUISTICA Y TRADUCCIÓN",7,486,372,107,7
2020,Febrero,1,(101)  ACTUARIA,FACULTAD DE CIENCIAS,40,1434,1309,107,49
2020,Febrero,1,(101)  ACTUARIA,FES ACATLAN,36,672,631,97,38
2020,Febrero,1,(102)  ARQUITECTURA,FACULTAD DE ARQUITECTURA,190,3702,3382,91,219
2020,Febrero,1,(102)  ARQUITECTURA,FES ARAGON,60,1516,1436,80,69
2020,Febrero,1,(102)  ARQUITECTURA,FES ACATLAN,63,1286,1227,82,67
2020,Febrero,1,(103)  ARQUITECTURA DE PAISAJE,FACULTAD DE ARQUITECTURA,15,295,277,93,15
2020,Febrero,1,(104)  CIENCIAS DE LA COMPUTACION,FACULTAD DE CIENCIAS,28,712,638,107,32
2020,Febrero,1,(105)  DISEÑO INDUSTRIAL,FES ARAGON,18,627,559,83,19
2020,Febrero,1,(106)  FISICA,FACULTAD DE CIENCIAS,72,1868,1669,110,83
2020,Febrero,1,(107)  INGENIERIA CIVIL,FES ARAGON,100,801,759,68,110
2020,Febrero,1,(107)  INGENIERIA CIVIL,FES ACATLAN,74,713,677,68,79
2020,Febrero,1,(107)  INGENIERIA CIVIL,FACULTAD DE INGENIERIA,100,1215,1101,85,106
2020,Febrero,1,(108)  INGENIERIA DE MINAS Y METALURGIA,FACULTAD DE INGENIERIA,15,231,216,91,17
2020,Febrero,1,(109)  INGENIERIA ELECTRICA ELECTRONICA,FES ARAGON,43,428,403,75,48
2020,Febrero,1,(109)  INGENIERIA ELECTRICA ELECTRONICA,FACULTAD DE INGENIERIA,75,1216,1115,95,87
2020,Febrero,1,(110)  INGENIERIA EN COMPUTACION,FES ARAGON,60,1239,1174,79,68
2020,Febrero,1,(110)  INGENIERIA EN COMPUTACION,FACULTAD DE INGENIERIA,85,2082,1907,95,93
2020,Febrero,1,(112)  INGENIERIA GEOFISICA,FACULTAD DE INGENIERIA,15,150,134,88,16
2020,Febrero,1,(113)  INGENIERIA GEOLOGICA,FACULTAD DE INGENIERIA,20,147,128,82,21
2020,Febrero,1,(114)  INGENIERIA INDUSTRIAL,FES ARAGON,34,556,522,76,37
2020,Febrero,1,(114)  INGENIERIA INDUSTRIAL,FES CUAUTITLAN,25,529,507,74,29
2020,Febrero,1,(114)  INGENIERIA INDUSTRIAL,FACULTAD DE INGENIERIA,45,943,868,94,51
2020,Febrero,1,(115)  INGENIERIA MECANICA,FES ARAGON,26,656,607,84,29
2020,Febrero,1,(115)  INGENIERIA MECANICA,FACULTAD DE INGENIERIA,46,1552,1424,99,55
2020,Febrero,1,(116)  INGENIERIA MECANICA ELECTRICA,FES CUAUTITLAN,76,730,673,74,87
2020,Febrero,1,(117)  INGENIERIA PETROLERA,FACULTAD DE INGENIERIA,42,572,520,84,45
2020,Febrero,1,(118)  INGENIERIA QUIMICA,FES ZARAGOZA,78,582,554,75,84
2020,Febrero,1,(118)  INGENIERIA QUIMICA,FACULTAD DE QUIMICA,30,1017,921,104,34
2020,Febrero,1,(118)  INGENIERIA QUIMICA,FES CUAUTITLAN,46,472,439,77,48
2020,Febrero,1,(119)  INGENIERIA QUIMICA METALURGICA,FACULTAD DE QUIMICA,20,214,200,96,22
2020,Febrero,1,(120)  INGENIERIA GEOMATICA,FACULTAD DE INGENIERIA,17,96,94,77,18
2020,Febrero,1,(121)  MATEMATICAS APLICADAS Y COMPUTACION,FES ACATLAN,178,574,537,66,188
2020,Febrero,1,(122)  MATEMATICAS,FACULTAD DE CIENCIAS,86,504,452,100,94
2020,Febrero,1,(123)  URBANISMO,FACULTAD DE ARQUITECTURA,15,177,165,85,15
2020,Febrero,1,(127)  CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD JURIQUILLA,15,119,107,87,16
2020,Febrero,1,(127)  CIENCIAS DE LA TIERRA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,15,30,24,57,15
2020,Febrero,1,(127)  CIENCIAS DE LA TIERRA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,20,278,246,101,21
2020,Febrero,1,"(130)  ING. EN TELECOMUNICACIONES, SISTEMAS Y ELECTRONICA",FES CUAUTITLAN,60,706,657,67,67
2020,Febrero,1,(131)  GEOCIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,23,50,48,65,23
2020,Febrero,1,(132)  TECNOLOGIAS PARA LA INFORMACION EN CIENCIAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,26,46,43,67,26
2020,Febrero,1,(133)  CIENCIA DE MATERIALES SUSTENTABLES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,30,49,41,62,30
2020,Febrero,1,(134)  FISICA BIOMEDICA,FACULTAD DE CIENCIAS,9,406,379,107,9
2020,Febrero,1,(136)  MATEMATICAS APLICADAS,FACULTAD DE CIENCIAS,23,307,274,106,23
2020,Febrero,1,(137)  INGENIERIA AMBIENTAL,FACULTAD DE INGENIERIA,13,522,479,103,15
2020,Febrero,2,(201)  BIOLOGIA,FES ZARAGOZA,80,955,907,80,84
2020,Febrero,2,(201)  BIOLOGIA,FES IZTACALA,75,992,929,84,83
2020,Febrero,2,(201)  BIOLOGIA,FACULTAD DE CIENCIAS,95,1598,1454,99,104
2020,Febrero,2,(202)  CIRUJANO DENTISTA,FES IZTACALA,90,2003,1885,84,97
2020,Febrero,2,(202)  CIRUJANO DENTISTA,FACULTAD DE ODONTOLOGIA,91,1853,1690,89,108
2020,Febrero,2,(202)  CIRUJANO DENTISTA,FES ZARAGOZA,70,1392,1310,86,71
2020,Febrero,2,(203)  ENFERMERIA Y OBSTETRICIA,ESCUELA NACIONAL DE ENFERMERIA Y OBSTETRICIA,55,2268,2109,86,60
2020,Febrero,2,(204)  INGENIERIA AGRICOLA,FES CUAUTITLAN,50,332,298,66,53
2020,Febrero,2,(205)  INGENIERIA EN ALIMENTOS,FES CUAUTITLAN,86,530,501,63,91
2020,Febrero,2,(207)  MEDICINA VETERINARIA Y ZOOTECNIA,FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA,65,2996,2749,97,77
2020,Febrero,2,(207)  MEDICINA VETERINARIA Y ZOOTECNIA,FES CUAUTITLAN,84,1791,1671,84,86
2020,Febrero,2,(208)  MEDICO CIRUJANO,FES IZTACALA,82,4661,4332,105,84
2020,Febrero,2,(208)  MEDICO CIRUJANO,FES ZARAGOZA,38,3072,2876,104,39
2020,Febrero,2,(208)  MEDICO CIRUJANO,FACULTAD DE MEDICINA,140,11875,10756,110,145
2020,Febrero,2,(209)  OPTOMETRIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,25,98,87,72,25
2020,Febrero,2,(209)  OPTOMETRIA,FES IZTACALA,32,417,393,70,44
2020,Febrero,2,(210)  PSICOLOGIA,FACULTAD DE PSICOLOGIA,55,3055,2779,100,66
2020,Febrero,2,(210)  PSICOLOGIA,FES ZARAGOZA,75,2083,1935,80,92
2020,Febrero,2,(210)  PSICOLOGIA,FES IZTACALA,82,1968,1852,77,98
2020,Febrero,2,(211)  QUIMICA,FACULTAD DE QUIMICA,20,685,626,105,23
2020,Febrero,2,(211)  QUIMICA,FES CUAUTITLAN,26,275,264,82,28
2020,Febrero,2,(212)  QUIMICA DE ALIMENTOS,FACULTAD DE QUIMICA,30,753,710,101,31
2020,Febrero,2,(213)  QUIMICA FARMACEUTICO BIOLOGICA,FACULTAD DE QUIMICA,40,2224,2058,106,43
2020,Febrero,2,(213)  QUIMICA FARMACEUTICO BIOLOGICA,FES ZARAGOZA,35,1463,1368,97,38
2020,Febrero,2,(214)  QUIMICA INDUSTRIAL,FES CUAUTITLAN,40,465,438,75,43
2020,Febrero,2,(216)  CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,85,129,117,49,89
2020,Febrero,2,(216)  CIENCIAS AMBIENTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,25,63,58,67,27
2020,Febrero,2,(217)  MANEJO SUSTENTABLE DE ZONAS COSTERAS,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MERIDA,30,66,59,56,30
2020,Febrero,2,(218)  BIOQUIMICA DIAGNOSTICA,FES CUAUTITLAN,15,763,718,98,19
2020,Febrero,2,(219)  FARMACIA,FES CUAUTITLAN,52,358,336,71,57
2020,Febrero,2,(220)  ENFERMERIA,ESCUELA NACIONAL DE ENFERMERIA Y OBSTETRICIA,95,1293,1190,75,101
2020,Febrero,2,(220)  ENFERMERIA,FES ZARAGOZA,120,2778,2590,76,128
2020,Febrero,2,(220)  ENFERMERIA,FES IZTACALA,98,2261,2119,75,112
2020,Febrero,2,(221)  FISIOTERAPIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,46,749,641,80,48
2020,Febrero,2,(222)  ODONTOLOGIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEON,60,756,656,77,65
2020,Febrero,2,(227)  NUTRIOLOGIA,FES ZARAGOZA,15,1690,1542,97,15
2020,Febrero,2,(230)  CIENCIAS AGROFORESTALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,15,37,27,58,15
2020,Febrero,3,(301)  ADMINISTRACION,FACULTAD DE CONTADURIA Y ADMINISTRACION,290,5814,5351,89,314
2020,Febrero,3,(301)  ADMINISTRACION,FES CUAUTITLAN,155,1648,1543,70,178
2020,Febrero,3,(302)  CIENCIAS DE LA COMUNICACION,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,62,1825,1679,96,72
2020,Febrero,3,(303)  CIENCIAS POLITICAS Y ADMON PUBLICA,FACULTAD DE CIENCIAS POLITICAS Y SOCIALES,50,764,689,94,55
